text,label
">>I see you are a total ignorant asshole as well. >^^^^^^^^^^^^^^^ It's the sign of a small mind to use filthy >language when he can't articulate his point. Oh, no, not in this case. I've noticed that you conveniently edited out your stupid comment that the PRC stands for Cambodia. When we're arguing the Vietnam war and about Cambodia, and you toss in a boner like that (along with your other boners), you are an ignorant asshole. Oh, and even the Vietnamese agree that they did far more damage to Cambodia than we ever did. -- There are actually people that STILL believe Love Canal was some kind of environmental disaster. Weird, eh?",talk.politics.misc
"Nick Haines sez; Level 5? Out of how many? What are the different levels? I've never heard of this rating system. Anyone care to clue me in? -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",sci.space
^^^^^ I'm curious why you think that particular adjective is important.,talk.politics.misc
"No. I estimate a 99 % probability the Gehrels referred to is Thomas Gehrels of the Spacewatch project, Kitt Peak observatory. Maybe in the 24th century they could do gamma ray spectroscopy on distant asteroids with an orbiting observatory, but here in the primitive 20th we have to send a probe there to get gamma ray spectroscopy done. You have the info on Mayan Television yet?",sci.space
"You missed something. I think it takes off vertically and is intended to land the same way. -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden",sci.space
"In my first posting on this subject I threw out an idea of how to fund such a contest without delving to deep into the budget. I mentioned granting mineral rights to the winner (my actual wording was, ""mining rights.) Somebody pointed out, quite correctly, that such rights are not anybody's to grant (although I imagine it would be a fait accompli situation for the winner.) So how about this? Give the winning group (I can't see one company or corp doing it) a 10, 20, or 50 year moratorium on taxes.",sci.space
"As a libertarian (with a small l) who voted for Clinton, I think that he should abolish the Selective Service and the draft. If his conscience forbade him to go to war in Vietnam, it should forbid him to perpetuate this system of government-sanctioned slavery. If our government would pay attention to SERIOUS domestic issues (the ECONOMY) and choose to stay out of other people's wars (Iraq, Bosnia, Somalia), we would not be in this fix. An anyway, couldn't the jobs be replaced by improving our domestic situation? (I'm not for continued deficit spending, but if Clinton and Congress want to spend, I'd rather they improve the infrastructure than fight other people's wars.) A novel idea: Getting away from naval bases, what about refurbishing decommissioned Air Force bases as airports? This would be SO much cheaper than building them from the ground up (Denver's new airport is one of the most appalling examples of pork-barreling and cronyism I have seen in my lifetime). Even if no more airports are needed, I'm sure Bill Gates or Ross Perot would LOVE to have their own private airfields, and the money from their purchases could be applied to the public debt.",talk.politics.misc
The status of the House of Lords today is quite different to its status in 1789. Maddison and Hamilton were both studying existing forms of government for several years before they wrote the federalist papers. That the US system is based to a considerable degree on the UK model is pretty widely accepted. At the time there was no other major country with a representative body. The French plebicite had been suppressed for 140 years and its restoration eight years later would mark the start of the French revolution. After the UK system the major influences were the Dutch system and of course the classical systems. Nobody seriously suggests that Rome or Greece were models though because the political systems of both countries were acknowleged disasters. The main lesson learnt from Greece was that unless a federal state was constructed a war would be inevitable. The Greek democracies were always fighting amongst themselves which is how Rome managed to invade. Had the federal consitution been rejected the new Roman empire in the shape of Britain would quite certainly have reabsorbed much of the colonies in due course. Moreover the states would have been at each others throats as soon as the Louisiana purchase situation arose during the Napoleonic period.,talk.politics.misc
"Hi there, I can't seem to get mail to you. Can you tell me your entire adress, or even your dotted decimal address? (ie. 131.202.3.10) Thanks, rocket@calvin.cs.unb.ca --",rec.sport.hockey
"This is known as the Savard syndrome - and we are talking Denis, not Serge. No team will ever win squat with the likes of Denis Savard in their lineup. They could tell Savard to stay home and watch the games on TV. Sounds like #12 to me. cordially, as always, rm",rec.sport.hockey
"#Compared to the table I have already posted from Masters, Johnson, #and Kolodny showing male homosexual partners, it is apparent that #homosexual men are dramatically more promiscuous than the general #male population. Did you ever consider the selection effect that those who are willing to admit to being a member sexual minority (homosexuality) are more willing to admit to being a member of another sexual minority (highly promiscious)? I didn't think that you did.",talk.politics.misc
"Yes, long before Star Trek. Before Einstein, in fact. Vulcan as a planet inside Mercury was hypothesized to explain a perturbation of Mercury's orbit that could not be explained by the known planets. But Einstein's theory of relativity explained Mercury's motion, and analysis of Mercury's motion now shows there are _not_ any planets inside its orbit.",sci.space
This is very sad indeed. My condolences to the Minnesota fans who are losing their team. I fear that within the next decade or so the only professional sports team left in Pittsburgh will be the Steelers. We should always enjoy things when we can. You never know when they'll be taken away from us.,rec.sport.hockey
"Voyager has the unusual luck to be on a stable trajectory out of the solar system. All it's doing is collecting fields data, and routinely squirting it down. One of the mariners is also in stable solar orbit, and still providing similiar solar data. Something in a planetary orbit, is subject to much more complex forces. Comsats, in ""stable "" geosynch orbits, require almost daily stationkeeping operations. For the occasional deep space bird, like PFF after pluto, sure it could be left on ""auto-pilot"". but things like galileo or magellan, i'd suspect they need enough housekeeping that even untended they'd end up unusable after a while. The better question should be. Why not transfer O&M of all birds to a separate agency with continous funding to support these kind of ongoing science missions. pat When ongoing ops are mentioned, it seems to always quote Operations and Data analysis. how much would it cost to collect the data and let it be analyzed whenever. kinda like all that landsat data that sat around for 15 years before someone analyzed it for the ozone hole.",sci.space
I think I can. Largely as a result of efforts by people reading this group writing letters and making phone calls the following has happened: 1. NASA reprogrammed funds to keep NASP alive in 1991. 2. Efforts to kill DC-X and the SSRT progam where twice twarted (Feb. and June of last year). 3. Gouldin kept his job in spite of heavy lobbying against him. This may not be what Mark was thinking of but it shows that the readers of sci.space DO have power and influence. Allen,sci.space
"IMO any good player should score on power plays because of the man advantage. Very good power play scorers tend to become overrated because their point totals are inflated by power play points. +/- tends to expose these overrated players such as Brett Hull, John Cullen and Dave Andreychuck. Given the opportunity to play power play consistently, any player can inflate his totals.",rec.sport.hockey
"The following was posted and no doubt retyped by Yigal Ahrens and considering the importance of the issue and the almost total blackout except in California, I am reposting to other appropriates groups. From LA Times, Friday, April 9, 1993. P. A1. EVIDENCE OF ADL SPY OPERATION SEIZED BY POLICE By Richard C. Paddock, Times staff writer SAN FRANCISCO -- Police on Thursday served search warrants on the Anti-Defamation League here and in Los Angeles, seizing evidence of a nationwide intelligence network accused of keeping files on more than 950 political groups, newspapers and labor unions and as many as 12,000 people. Describing the spy operation in great detail, San Francisco authorities simultaneously released voluminous documents telling how operatives of the Anti-Defamation League searched through trash and infiltrated organizations to gather intelligence on Arab-American, right-wing and what they called ""pinko"" organizations. Representatives of the Anti-Defamation League, a well-known organization in the U.S. Jewish community dedicated to fighting anti-Semitism, declined detailed comment Thursday but denied breaking any laws. Police allege that the organization maintains undercover operatives to gather political intelligence in at least seven cities, including Los Angeles and San Francisco. Groups that were the focus of the spy operation span the political spectrum, including such groups as the Ku Klux Klan, the White Aryan Resistance, Operation Rescue, Greenpeace, the National Assn. for the Advancement of Colored People, the United Farm Workers and the Jewish Defense League. Also on the list were Mills College, the board of directors of San Francisco public television station KQED and the San Francisco Bay Guardian newspaper. People who were subjects of the spy operation included former Republican Rep. Pete McCloskey, jailed political extremist Lyndon H. LaRouche and Los Angeles Times foreign correspondent Scott Kraft, who is based in South Africa. Authorities sa",talk.politics.misc
"Ruotsaleinen was a more than competent NHL'er...his choice of where to play when did not bear on his hockey playing ability. He was crucial to the Oilers Stanley Cup victory in 1990, the one without Gretzky, because he made an Oiler power play which was lethargic that year until he arrived slide into overdrive. The Oilers missed him more the following year than Kurri, and I think the Oilers would have make the finals if Ruotsaleinen has stayed around the following season, and would have beaten Pittsburgh with Ruotsaleinen and a healthy Messier...and delayed Pittsburgh's dynasty by a season.",rec.sport.hockey
"Pat> In article <SHAFER.93Apr6094402@rigel.dfrf.nasa.gov> Pat> Gee, I thought the X-15 was Cable controlled. Didn't one of them Pat> have a total electrical failure in flight? Was there machanical Pat> backup systems? All reaction-controlled aircraft are fly-by-wire, at least the RCS part is. On the X-15 the aerodynamic control surfaces (elevator, rudder, etc) were conventionally controlled (pushrods and cables) but the RCS jets were fly-by-wire. Pat> What do you mean? Overstress the wings, and they fail at teh Pat> joints? Navy aircraft have folding or sweeping wings, in order to save space on the hangar deck. The F-14 wings sweep, all the rest fold the wingtips up at a joint. Air Force planes don't have folding wings, since the Air Force has lots of room.",sci.space
"An excellent reference for non-technical readers on the ORION system is ""The Starflight Handbook"", by Eugene Mallove and Gregory Matloff, ISBN 0-471-61912-4. The relevant chapter is 4: Nuclear Pulse Propulsion. The book also contains lots of technical references for the more academically inclined. Enjoy!",sci.space
"Agreed. Agreed. Agreed. And this demonstrates, I assume, that you're a liberal. :-).",talk.politics.misc
How can you assume it was a sarcastic remark?,rec.sport.hockey
"The situation in this regard has changed considerably in recent years. See the discussion of ""high-power rocketry"" in the rec.models.rockets frequently-asked-questions list. This is not hardware you can walk in off the street and buy; you need proper certification. That can be had, mostly through Tripoli (the high- power analog of the NAR), although the NAR is cautiously moving to extend the upper boundaries of what it considers proper too. You need special FAA authorization, but provided you aren't doing it under one of the LAX runway approaches or something stupid like that, it's not especially hard to arrange. As with model rocketry, this sort of hardware is reasonably safe if handled properly. Proper handling takes more care, and you need a lot more empty air to fly in, but it's basically just model rocketry scaled up. As with model rocketry, the high-power people use factory-built engines, which eliminates the major safety hazard of do-it-yourself rocketry.",sci.space
"Again, Mr. Frank has come to the rescue with his cool headed reason. How about, ""One charge per victim?"" Of course I'll think about it in a few days and find a case where this doesn't apply either. What the heck, I don't study law, I just hate lawyers. :)",talk.politics.misc
"# #They believe that they have a right to FORCE people to hire them, # #rent to them, and do business with them, regardless of the feelings # #or beliefs of the other person. # # Cramer, you are off your target again. The law *forces* no one to obey # it. At every point any individual may stand up and say *this law # sucks*. Even you could say this. Gay men and women have not *forced* You mean they passed a law that does nothing at all? No enforcement mechanisms? As usual, you are wrong. # any off this. Changes in the law have been brought about by # democratic* processes, those same processes are the ones that protect # you from certain abuses. Yeah, right. I guess the next time a homosexual complains about sodomy laws, I can just echo your stupidity about ""democratic processes"" and he won't have any basis for complaint. # #I must admit that I never understood why it is referred to as an # #abomination, until I started to read soc.motss, and started finding # #evidence that homosexuality is a response to child molestation -- # #which is disproportionately done by homosexuals. (Just to make # #Brian Kane happy -- 30% of molestation is done by homosexuals and # #bisexuals, but it is possible that this is because homosexual/bisexual # #molesters have far more victims than heterosexual molesters.) # # No it isn't. No it isn't. No it isn't and it depends on the subset # (note *subset*) of abuse you look at. Repeating it three times makes it more correct? # #Clayton E. Cramer {uunet,pyramid}!optilink!cramer My opinions, all mine! # #Relations between people to be by mutual consent, or not at all. # # * Xavier Gallagher*************************** Play ***************************",talk.politics.misc
":>Top Ten Ways Slick Willie Could Improve His Standing With Americans :> :>10. Institute a national sales tax to pay for the socialization of :> America's health care resources. :> :>9. Declare war on Serbia. Reenact the draft. :> :>8. Stimulate the economy with massive income transfers to Democtratic :> constituencies. :> :>7. Appoint an unrepetent socialist like Mario Cuomo to the Suprmeme Court. :> :>6. Focus like a laser beam on gays in the military. :> :>5. Put Hillary in charge of the Ministry of Truth and move Stephanopoulos :> over to socialzed health care. :> :>4. Balance the budget through confiscatory taxation. :> :>3. Remind everyone, again, how despite the Democrats holding the :> Presidency, the majority of seats in the House, and in the Senate, :> the Republicans have still managed to block his tax-and-spend programs. :> :>2. Go back to England and get a refresher course in European Socialism. :> ***SNIP*** And the number one way Slick Willie could improve his standing with Americans... (Drum roll Anton) 1. Get himself an appointment with Dr. Kervorkian - and keep it! -- ------------------------------------------------------------------------------- ** John Kerrigan a.k.a. jmkerrig@vela.acs.oakland.edu **",talk.politics.misc
"Before I begin lambasting Don Cherry, let me first say that I've been sort of a Cherry fan for a while...admittedly stuff he says has to be taken lightly, but he's more-or-less harmless. On Saturday, however, he crossed the lines of good taste: This is the best he can do?!! Gee Don, tremendous amounts of professionalism here. The CBC looks just as bad as he looks foolish letting him get away with this nonsense...making fun of names?? It's bad enough that he makes asinine blanket statements about European players, but he's now resorted to making fun of their names too? He sounded like an idiot, much like he did last week when he said that Teemu would never make it to his 'Rock 'em, Sock 'em' video until he dropped the gloves... Well, what he _said_ was that even though he's been around the league for quite some time, he still doesn't know who's where w.r.t. conference and division names. HELLO??!! McFly?? The names have been around for a couple of decades or so....he also invited the audience to ""Name the teams in the Wales...quick, quick!"" Followed by ""Ah, you don't know, I don't know...."" Sorry Don. Wrong on this one. This was absolutely hilarious. Don's argument about the basketball and baseball brawls was fairly good...unfortunately he neglected to mention the fines that were levelled in the NBA case. Serious money...oh well, he's never been one for objectivity, has he? Don's question to Gretzky:",rec.sport.hockey
"The ""face"" is an accident of light and shadow. There are many ""faces"" in landforms on Earth; none is artificial (well, excluding Mount Rushmore and the like...). There is also a smiley face on Mars, and a Kermit The Frog. The question of life in a more mundane sense -- bacteria or the like -- is not quite closed, although the odds are against it, and the most that the more orthodox exobiologists are hoping for now is fossils. There are currently no particular plans to do any further searches for life. Mars Observer, currently approaching Mars, will probably try to get a better image or two of the ""face"" at some point. It's not high priority; nobody takes it very seriously. The shadowed half of the face does not look very face-like, so all it will take is one shot at a different sun angle to ruin the illusion.",sci.space
"Every aircraft has flight constraints for speed/AOA/power. When graphed, these define the 'flight envelope' of that aircraft, presumably so named because the graphed line encloses (envelopes) the area on the graph that represents conditions where the aircraft doesn't fall out of the sky. Hence, 'pushing the envelope' becomes 'operating at (or beyond) the edge of the flight (or operational) envelope'. Note that the envelope isn't precisely known until someone actually flies the airplane in those regions -- up to that point, all there are are the theoretical predictions. Hence, one of the things test pilots do for a living is 'push the envelope' to find out how close the correspondence between the paper airplane and the metal one is -- in essence, 'pushing back' the edges of the theoretical envelope to where the airplane actually starts to fail to fly. Note, too, that this is done is a quite calculated and careful way; flight tests are generally carefully coreographed and just what is going to be 'pushed' and how far is precisely planned (despite occasional deviations from plans, such as the 'early' first flight of the F-16 during its high-speed taxi tests). I'm sure Mary can tell you everything you ever wanted to know about this process (and then some). -- ""Insisting on perfect safety is for people who don't have the balls to live in the real world."" -- Mary Shafer, NASA Ames Dryden",sci.space
"How long can the Leafs play short-handed and still be expected to score? They did some fine penely-killing in the first (2 men down for a couple of minutes at one point) but they just couldn't keep it up. They spent virtually the entire game either short-handed or just coming off a penelty -- as soon as they'd get re-grouped, they're penalized again! Sheesh -- like Gilmour said after the 1st -- you can't go calling every little push an shove in a game like that. And if you're going to, you have to do it for both teams. Pearson (one of my four favorite Leafs) played like a bonehead -- I saw him personally screw up at least 2 good scoring opportunities, and then he got that *bonehead* 5-minute major high-sticking penalty. Cullen has gotten stronger since his return from injury a hand-full of games ago and he played a good game. If the other players on his line can smarten up, that line should do okay. Clark's got to get tough -- he's got to intimidate and go for the net. Send Clark up the left wing over the blue line a couple times... his patented wrist shot will put some numbers on the board... and Pearson... heck, maybe he should be benched. I hate to repeat Grapes, but where the heck was Foligno? Zezel can't do all the checking himself -- and get MacLlwain on the move... we need some speed out there! Keep Potvin in net, he did okay considering... although (like I said a couple weeks ago) Potvin messed up in a couple games in the AHL playoffs last year -- he can easily do it again. My prediction last week was Toronto in 7 -- that the games DET wins will be blow-outs and the game TOR wins will be close -- I still stand by that. Don't fret, Leafs fans, in order to win in 7, the other team has to win 3! :-) Burns is going to make some magic -- he'll mix up some lines. Match the Wings line-per-line. He'll have his team checking hard, and he'll never let them get out-numbered in their own end. The Leafs will win Wednesday night... and will take 1 or their home games (pro",rec.sport.hockey
"Since the actual verdicts were not known by the authorities, it was smart not to allow ""Friday night for fighting"" (sorry, Elton) and to seal them for this morning. Also, it allows for maximum daylight to wear down and frustrate any potential troublemakers, as well as give more preparation time. Are you a local news intern? (-; Actually, that was 8 PM 'cos it was shown live on our 11 PM news and cut into CNN's 11 O'clock Sports (sorry, but I didn't watch the Devils-Islanders game! No SportsChannel ...). We had cutovers to LA's KNBC on our WNBC, and I didn't recall this detail. But I'll not comment further on that ... A net-contact in L.A. tells me that the alert will remain over this weekend, as some elements may find excuse over the not-guilty verdicts on three of five charges (the aiding-and-abetting). Those acquittals seem to balance out the fact that Rodney King himself was not any kind of angel that night, speeding and fleeing et al. However ... Another consideration is any street celebrations over the two convictions on the excessive force charges (Koons for incompetance, and Powell for overreacting --- both guilty as heck even from the view of NYPD cops interviewed) that might get out of hand. )-; Also, some elements may take the acquittals as an excuse to challenge the cops (a dumb move, obviously). And, Koreans are still scared and certain people are really mad over how they have armed themselves in the last year. A Commander from Nassau, Long Island was questioned about how his people would have handled Rodney King, and he said ""We'd have let him roll around in the dirt 'til he got tired, then handcuff him"". gld",talk.politics.misc
"The test isn't whether GM knew--otherwise that would reward GM for its stupidity. The test is whether GM reasonably should have known of their existence. It works both ways--if GM had won the trial, and the plaintiff turned up two witnesses who came forward after the first trial who should have been located beforehand, too bad, so sad--no new trial. Like Tim said, you don't get a new civil trial because you screwed up the first time around. Unlike the criminal justice system, repose is much more important in the civil justice system.",talk.politics.misc
"Very simple. An 'Insurance Commissioner' is a bureaucrat - a regulator. It is his/her duties to make rules to enforce laws. He/she cannot make laws. If there is no law that covers a specific subject, say scam insurance companies, a regulator cannot create one. So they have to go to a proper legislative body to get such a law enacted. For the California Insurance Commissioner, there are two possible legislative bodies: the California State Legislature and the U.S. Congress. We all know how little the California State Legislature accomplishes, esp. along the lines of insurance reform legislation (negative movement). So Garamendi wants the feds to do it, because: (a) he has a better chance of getting a federal law through, and (b) since many of the scam companies work across state lines/national borders, it is better to have a law that reach out into other jurisdictions.",talk.politics.misc
"I notice you did not offer an alternative number. Try this one on for size..... by the year 2000, American taxpayers will have given Israel one dollar for every star in the Milky Way Galaxy.",talk.politics.misc
"SECRET PURPOSE OF FALKLANDS WAR; [with IN-VISIBILITY Technology] Dr. Beter AUDIO LETTER #74 of 80 Digitized by Jon Volkoff, mail address eidetics@cerf.net ""AUDIO LETTER(R)"" is a registered trademark of Audio Books, Inc., a Texas corporation, which originally produced this tape recording. Reproduced under open license granted by Audio Books, Inc. ----------------------------------------------------------------- This is the Dr. Beter AUDIO LETTER(R), 1629 K St. NW, Washington, DC 20006. Hello, my friends, this is Dr. Beter. Today is April 30, 1982, and this is my AUDIO LETTER(R) No. 74. It's now been almost one month since war broke out in the South Atlantic. On the surface it seems that it's only a dispute between Argentina and Great Britain over the barren, wind-swept Falkland Islands and South Georgia Island. In reality, it's far more than that. The so-called Falklands crisis is just the visible tip of a giant military operation. During this month of April 1982, fierce naval battles have taken place--not only in the South Atlantic but also in the South Pacific. Up to now most of the hostilities have been kept under wraps by wartime censorship on all sides. But as I say these words, the naval war in the Southern Hemisphere is about to come to the surface. Beginning today, April 30, a total naval and air blockade of the Falklands by the Royal Navy has begun. At the same time a counterblockade has been declared by Argentina in the same area. To be effective, a blockade must be imposed over a period of time, but the Royal Navy does not have that much time. Winter is coming on in the South Atlantic, and the British supply lines are overextended. Having come this far, Her Majesty's navy cannot simply drop the blockade and sail away in a few weeks time without drawing blood from Argentina. As a result the British will be forced to undertake military operations very soon no matter how risky they may be. There is also another reason why the Royal Navy now has no choice but ",talk.politics.misc
Has anyone heard of or Played Buzz Aldrin's Race into Space? Does anyone know when it is expected to be released...?,sci.space
The South Florida Colons. :),rec.sport.hockey
"No, it's a sign of aristocrtic out-of-touchness with the middle class. You ask George Herbert Walker Bush about that. And that's not his full name? What, then, is it? --- ""Even Quayle had his honeymoon period. It lasted a full 48 hours after he was chosen as Bush's running mate.""",talk.politics.misc
"Yeah, the news is true...the Leafs lost to the Wings 6-3. Wish I could say I'd seen the whole game but my husband wanted to watch ""Young Guns II"" on another channel. Sometime between the first time I tuned in and d saw the Leafs tie and the next time I tuned in and heard the score was 5-1, something happened. Please no woofing from Red Wings fans. They're my third favourite team, and if they make it past the Leafs I'll wish them luck. As for Potvin...well, it WAS his fist playoff game.",rec.sport.hockey
"I watched him over his entire career. I have NEVER seen a player, and that includes Russell Courtnall and Davie Keon, screw up as many breakaways as Bob Gainey. And I will never forget the time Denis Potvin caught Gainey with his head down. You have been sold a bill of goods on Bob Gainey. Gainey was a plugger. And when the press runs out of things to say about the stars on dynasties they start to hype the pluggers. Grant Fuhr, Essa Tikkannen, Butch Goring, Bob Nystrom, Bob Gainey, Doug Jarvis, Derek Sanderson, Wayne Cashman, Bob Baun, Bob Pulford, Ralph Backstrom, Henri Richard, Dick Duff...and so on... cordially, as always, rm",rec.sport.hockey
"Let's see. These aren't, in a strict sense, amateur rockets. That term denotes rockets, the engines of which are constructed by the user. The rockets you describe are called HPR, or high power rockets, to distinguish them from (smaller) model rockets. They use factory-made ammonium perchlorate composite propellants in phenolic plastic engines with graphite nozzles. The engines are classified by impulse. A ""D"" engine, for example, can have no more than 20 newton-seconds of impulse. An ""F"" engine can have no more than 40 ns. Each letter corresponds to a doubling of the maximum impulse. So far, engines up to size ""O"" are available pretty much off the shelf. Engines of size H and above are shipped as Class B explosives, and as such are controlled. Engines of size F and below are shipped as Class C explosives, and are not as controlled. Class F engines, BTW, are not HPR engines, but model rocket engines. (Class G engines go in and out of legal limbo.) There is an HPR Society, The Tripoli Rocket Society, I believe, which holds events at various sites throughout the year, with all legalities (FAA waiver included) taken care of. The National Association of Rocketry is more concerned with engines below H, though it is involved in HPR as well. These societies certify users of HPR rockets, and companies will not sell to uncertified individuals. Bottom Line: It's legit. I suggest you send for a catalog - but forget the dynamite, will ya?",sci.space
"Well, I looked at the scoring plan I had, and have decided to modify it. Here is the new, finalized scoring: Pick 1st round winner, way off on games: 2 "" "" "" "" pick within one game: 3 "" "" "" "" pick exact games: 4 Pick 2nd round winner, way off on games: 4 "" "" "" "" pick within one game: 5 "" "" "" "" pick exact games: 7 Pick conference champ, way off on games: 7 "" "" "" pick within one game: 10 "" "" "" pick exact games: 13 Pick Stanley Cup winner, way off on games: 13 "" "" "" "" pick within one game: 17 "" "" "" "" pick exact games: 20 Pick loser in 7, series goes 7: 2 Pick loser in 7, game 7 decided in OT: 4 These are now final. Anyone needing a copy of the entry sheet, email me at the address below. -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!!",rec.sport.hockey
"I'll answer you're sarcasm with more sarcasm: Boy, it looks like the WOD is WORKING REALLY GOOD to stop people from being screwed up in the head, given that example! (Issue: your friend _got_ his drugs--legal or not legal, he'll continue to get them. Issue #2: why should _I_, as somebody who does NOT use illegal drugs and who IS NOT ""screwed up"" have to PAY for this idiot's problems? He's not doing anybody any harm except himself. The WOD, on the other hand, is an immediate THREAT to MY life and livelyhood. Tell me why I should sacrafice THIS to THAT!).",talk.politics.misc
"Well, since you mentioned it... No question here. Chip in the Masterson as well... Yep. If you asked me 30 days ago, I'd agree with you. I now give the nod to Raymond Bourque; his play took off the same time the B's did. Chelios gets a close second... Barrasso finally gets his due, in a close one over Eddie the Eagle... In *your* case, that bias is acceptable :-)... Mine shows with the Norris pick, so we're even... I'm impressed with what all the coaches you mentioned did, but my pick would be Al Arbour. Not too many folks thought the Isles would be in the playoffs, let alone contend for 3rd in their division... Granted that they *did* have a little help from their cousins on Broadway... :-) And I like the Islanders about as much as I like mowing my lawn...",rec.sport.hockey
"Joe, As usual, this issue of dysfunction, of bad values, of messed up culture is easily embraced by non african americans when it comes to explaining problems in our community. From your post, you apparently find the idea that something is wrong with African Americans, value-wise, culture wise or something, very appealing. I never cease to be amazed at how eager non african americans are to embrace theories about our problems which basically assert that something is wrong with us. The socio-economic factors which we know help to produce high crime levels, like poverty, which exists among us in large proportion, I mean when it comes to discussion of african american problems, we somehow become exempt from all these types of factors, and the problem is laid at the doorstep of some neboulous dysfunction we supposedly have. But nobody attributes crime amongst white americans to dysfunction. No, that has socioeconomic factors to it, but for africa americans, its gotta be a dysfunction. Basically, I think this tendency for non african americans to believe that something is wrong with us exists because non african americans don't want to deal with the possiblility that the society is deeply biased against african americans, and that this is about 80% of the problem. It could not possible be that the society is so deeply racist and structured against us, that this has a very effective negative effect on us. No, something is wrong with us. Non african americans are quick to disregard what we have to say, because they are so busy trying to find something wrong with us, instead of taking a good hard look at the thing we say are doing us damage. I would get angry if it werent' so damn typical.",talk.politics.misc
"Pocklington just wanted to wake up the powers that be holding political office, in Northlands, and in the business community that the Oilers with their current lease arrangement are in a state where on a yearly basis they will likely have an operating loss based on ""normal"" hockey revenues and expenses. That he did this was a good thing...it is better he complain early, and make the city aware of a potential looming crisis before he begins to lose millions and millions of dollars...which would truly jeopardize the franchise. Pocklington's first option is not to sell or to move, but to sell a minority share of the team (to realize some of the appreciated value of the team) and to get a better arena deal, either in Northlands, or via a new building. Pocklington probably isn't going to get exactly what he wants...but ultimately he will probably get enough, or will sell to someone who will probably get enough. There are a lot of risks in moving a team also... ...one has to remember ""Peter Puck's principle""...it is better to spend other people's money than one's own if at all possible.",rec.sport.hockey
"As one of the ""Clintonites"" cited above, I'll try to clarify since this is not a case of Clinton's ""dishonesty."" (I won't necessarily defend him on other issues.) There were NEVER any specific projects included in the Community Development Block Grant portion of the President's proposal. Congressional Republicans, in an effort to discredit the stimulus package, selected what they felt were silly sounding projects from a wish-list of POTENTIAL projects prepared by the US Mayors' Conference before the stimulus package was ever proposed. (The document in question was designed to pressure the White House to increase the size of the block grant proposal submitted to Congress. It didn't work.) The $2.56(?) billion proposed in the stimulus package came nowhere close to covering the total estimated cost of the original wish-list. If it were passed, communities would have to select which projects to fund and at what level. In the case of Spokane, Wa., Tom Foley's home district, no one ever expected to be able to refurbish a local swimming pool (one of the Republicans' examples) FROM THE FUNDS AVAILABLE IN THE STIMULUS PACKAGE since the estimated cost of doing so exceeded the total amount of block grant funds the city would receive from the stimulus package for ALL projects. The plan, instead, was to use the money on public housing construction and remodeling to cope with a severe housing shortage. (Yup, there are places where that is true.) The swimming pool improvements were near the bottom of a long list of priorities prepared by the city. The $3 million or so to be received would cover only a few of the most pressing priorities. If the block grants are cut from the stimulus package, it is these projects that will be affected by the lack of funds. And that is why the Clinton administration has been publicizing the issue. A final point. One may or may not like community block grants. It is worth noting, however, that Congressional Republicans' opposition to them is new. Sin",talk.politics.misc
"Yea, it turned out that Gramm-Rudman was a sham to fool the voters into accepting the borrow-and-spend policies of the last 12 years. ^^^^^^^^^^^^^^^^ Anyone can expand the economy by chargeing $3 trillion on their credit cards. Big deal. Deficit spending only expands the economy in the short term. In the long term it shrinks the economy for numerous reasons. I would have MUCH preferred that the taxpayers had that $3 trillion instead. If Reagan had kept his campaign PROMISE to balance the budget by 1983, there would have been no need for Bush or Clinton to raise taxes. And all Reagan had to do was balance that puny Carter deficit. Chew on that awhile.",talk.politics.misc
"Would the sub-orbital version be suitable as-is (or ""as-will-be"") for use as a reuseable sounding rocket? Thank Ghod! I had thought that Spacelifter would definitely be the bastard Son of NLS. (And just as a reminder:)",sci.space
"Hi, I'm writing a science fiction script and I'm looking for some answers to questions regarding the Moon and Earth. My starting point is an impossible situation. [I checked with a professor at berkeley and his response was a VERY helpful ""can't happen"".] If you enjoy playing with unusual ideas and are willing answer some questions please contact me via e-mail (jennise@dgi.com). I get extremely annoyed when screen and tele-plays ignore basic facts about computers that I'm determined to be as scientifically accurate as I can. Sorry for being vague, but I'd like to protect my idea as much as I can until I'm ready to sell it (hopefully).",sci.space
"s, This country is hardly ruined. In fact, it is booming compared to after the 1980 election. This whole ""USA has gone to hell and Reagan/Bush caused it"", is not only lame, pathetic, and old....... it's wrong. Under Reagan/Bush the economy grew by 1.1 trillion dollars. This is more than the entire economy of Germany, a ""kind, gentle"" country, in many peoples' books. What a joke.",talk.politics.misc
